release_date,title,budget,revenue,return
1967-09-02,oedipus rex,4224578.813474693,11209348,2.653364757573468
2000-01-22,ringu 0,6000000.0,11209348,1.8682247565442147
2004-08-27,brothers,4224578.813474693,11209348,2.653364757573468
1992-07-30,"dearest relatives, poisonous relations",4224578.813474693,11209348,2.653364757573468
1941-05-14,major barbara,4224578.813474693,11209348,2.653364757573468
1974-01-01,steppenwolf,4224578.813474693,11209348,2.653364757573468
1966-10-10,hawaii,15000000.0,34562222,2.3041481333333333
1971-04-28,pretty maids all in a row,4224578.813474693,11209348,2.653364757573468
2000-04-13,loners,4224578.813474693,11209348,2.653364757573468
1964-09-04,red desert,4224578.813474693,11209348,2.653364757573468
1976-10-07,satan's brew,4224578.813474693,11209348,2.653364757573468
1931-11-27,mädchen in uniform,4224578.813474693,11209348,2.653364757573468
1929-09-27,diary of a lost girl,4224578.813474693,11209348,2.653364757573468
1984-05-13,sexmission,4224578.813474693,11209348,2.653364757573468
2003-01-01,44 minutes: the north hollywood shoot-out,10000000.0,11209348,1.1209348539265287
1948-10-01,macbeth,4224578.813474693,11209348,2.653364757573468
1999-05-16,garage olimpo,4224578.813474693,11209348,2.653364757573468
1982-01-01,vincent,4224578.813474693,11209348,2.653364757573468
1940-05-17,waterloo bridge,4224578.813474693,11209348,2.653364757573468
1988-11-01,hôtel terminus: the life and times of klaus barbie,4224578.813474693,11209348,2.653364757573468
1969-09-18,the sorrow and the pity,4224578.813474693,11209348,2.653364757573468
1983-12-11,first desires,4224578.813474693,11209348,2.653364757573468
1968-08-07,with six you get eggroll,4224578.813474693,11209348,2.653364757573468
1963-12-19,"move over, darling",4224578.813474693,11209348,2.653364757573468
1955-06-10,love me or leave me,4224578.813474693,11209348,2.653364757573468
1949-05-04,jour de fête,4224578.813474693,11209348,2.653364757573468
1941-06-21,the big store,4224578.813474693,11209348,2.653364757573468
1975-07-01,mother küsters goes to heaven,4224578.813474693,11209348,2.653364757573468
1962-05-05,ivan's childhood,4224578.813474693,11209348,2.653364757573468
1902-09-01,a trip to the moon,4224578.813474693,11209348,2.653364757573468
2004-08-06,whisky,4224578.813474693,11209348,2.653364757573468
1977-04-02,the ascent,4224578.813474693,11209348,2.653364757573468
2002-11-04,carrie,4224578.813474693,11209348,2.653364757573468
1962-02-22,boccaccio '70,4224578.813474693,11209348,2.653364757573468
2004-10-09,frankenfish,4224578.813474693,11209348,2.653364757573468
2004-01-07,who's your daddy?,4224578.813474693,11209348,2.653364757573468
2004-12-07,control,6800000.0,11209348,1.6484336087154836
2004-11-14,category 6: day of destruction,4224578.813474693,11209348,2.653364757573468
2004-10-22,trespassing,4224578.813474693,11209348,2.653364757573468
1996-01-01,a self-made hero,4224578.813474693,11209348,2.653364757573468
1990-11-15,life is sweet,4224578.813474693,11209348,2.653364757573468
1947-10-08,ride the pink horse,4224578.813474693,11209348,2.653364757573468
1978-06-21,the chant of jimmie blacksmith,1380000.0,11209348,8.122716332800934
1969-05-24,double suicide,4224578.813474693,11209348,2.653364757573468
1969-07-26,boy,4224578.813474693,11209348,2.653364757573468
1991-10-04,let him have it,4224578.813474693,11209348,2.653364757573468
1993-07-28,guelwaar,4224578.813474693,11209348,2.653364757573468
1998-05-17,dr. akagi,4224578.813474693,11209348,2.653364757573468
1989-05-13,black rain,4224578.813474693,11209348,2.653364757573468
2003-05-16,alexandra's project,4224578.813474693,11209348,2.653364757573468
2004-09-01,clean,4224578.813474693,11209348,2.653364757573468
2003-08-23,the delicate art of parking,4224578.813474693,11209348,2.653364757573468
1944-08-01,wilson,2995000.0,2000000,0.667779632721202
1941-07-25,blossoms in the dust,4224578.813474693,11209348,2.653364757573468
2005-01-15,the hitchhiker's guide to the galaxy,50000000.0,104478416,2.08956832
2004-08-10,king's game,4224578.813474693,11209348,2.653364757573468
2005-03-30,barefoot,4224578.813474693,11209348,2.653364757573468
1983-03-10,dark habits,4224578.813474693,11209348,2.653364757573468
1978-03-08,snake and crane arts of shaolin,4224578.813474693,11209348,2.653364757573468
1975-05-21,the eiger sanction,4224578.813474693,14200000,3.3612818287843886
1960-08-06,it started in naples,4224578.813474693,11209348,2.653364757573468
1971-09-30,skin game,4224578.813474693,11209348,2.653364757573468
1973-03-13,f for fake,4224578.813474693,11209348,2.653364757573468
2003-04-13,love comes softly,4224578.813474693,11209348,2.653364757573468
2005-04-15,the amityville horror,19000000.0,108047131,5.686691105263158
2002-01-09,mutant aliens,4224578.813474693,11209348,2.653364757573468
2001-01-01,acts of worship,4224578.813474693,11209348,2.653364757573468
2004-05-31,ike: countdown to d-day,4224578.813474693,11209348,2.653364757573468
1970-07-22,cry of the banshee,500000.0,11209348,22.418697078530577
1944-01-28,phantom lady,4224578.813474693,11209348,2.653364757573468
1949-02-01,act of violence,4224578.813474693,11209348,2.653364757573468
1987-01-07,rouge,4224578.813474693,11209348,2.653364757573468
1951-02-08,miracle in milan,4224578.813474693,11209348,2.653364757573468
2004-07-04,before the fall,4500000.0,3764219,0.8364931111111111
1979-07-06,the frisco kid,9200000.0,9346177,1.015888804347826
2001-10-06,onmyoji: the yin yang master,4224578.813474693,11209348,2.653364757573468
2005-04-13,state property 2,4224578.813474693,1691706,0.40044370686236075
2004-09-16,the year of the yao,4224578.813474693,11209348,2.653364757573468
2005-04-15,house of d,4224578.813474693,11209348,2.653364757573468
2004-09-03,palindromes,4224578.813474693,11209348,2.653364757573468
2005-04-15,down and derby,4224578.813474693,11209348,2.653364757573468
1999-01-01,a wake in providence,4224578.813474693,11209348,2.653364757573468
2005-04-22,a lot like love,30000000.0,42886719,1.4295573
2005-04-22,king's ransom,4224578.813474693,11209348,2.653364757573468
2005-01-01,the game of their lives,4224578.813474693,11209348,2.653364757573468
2001-01-23,madison,4224578.813474693,11209348,2.653364757573468
2005-04-22,enron: the smartest guys in the room,4224578.813474693,11209348,2.653364757573468
2005-04-27,xxx: state of the union,60000000.0,71073932,1.1845655333333334
2005-04-29,death of a dynasty,4224578.813474693,11209348,2.653364757573468
2005-05-03,kingdom of heaven,130000000.0,211643158,1.6280242923076924
2005-04-30,house of wax,40000000.0,68766121,1.719153025
2004-01-13,crash,6500000.0,98410061,15.140009384615384
2004-09-18,jiminy glick in lalawood,4224578.813474693,11209348,2.653364757573468
2004-05-20,mysterious skin,4224578.813474693,1524966,0.3609746834728179
1985-02-08,mischief,4224578.813474693,8692426,2.0575840536516177
1956-04-06,jubal,4224578.813474693,11209348,2.653364757573468
1965-11-22,viva maria!,4224578.813474693,11209348,2.653364757573468
1999-01-22,between your legs,4224578.813474693,11209348,2.653364757573468
1971-01-13,zatôichi meets the one-armed swordsman,4224578.813474693,11209348,2.653364757573468
1960-03-10,the angry silence,4224578.813474693,11209348,2.653364757573468
1968-09-14,isadora,4224578.813474693,11209348,2.653364757573468
1936-06-26,san francisco,1300000.0,5273000,4.056153846153846
1930-04-08,earth,4224578.813474693,11209348,2.653364757573468
1953-07-09,él,4224578.813474693,11209348,2.653364757573468
1931-11-20,la chienne,4224578.813474693,11209348,2.653364757573468
1983-05-01,eréndira,4224578.813474693,11209348,2.653364757573468
1939-11-11,the private lives of elizabeth and essex,4224578.813474693,11209348,2.653364757573468
1948-03-26,the search,4224578.813474693,11209348,2.653364757573468
1994-02-08,satantango,1500000.0,11209348,7.472899026176859
1939-07-07,on borrowed time,4224578.813474693,11209348,2.653364757573468
2004-07-17,the taste of tea,4224578.813474693,11209348,2.653364757573468
1969-11-18,kes,4224578.813474693,11209348,2.653364757573468
1943-03-02,the human comedy,4224578.813474693,11209348,2.653364757573468
1985-12-21,vampire hunter d,4224578.813474693,11209348,2.653364757573468
2002-01-14,buying the cow,4224578.813474693,11209348,2.653364757573468
2004-05-14,a common thread,4224578.813474693,11209348,2.653364757573468
1929-08-03,the cocoanuts,4224578.813474693,11209348,2.653364757573468
1959-10-21,the bridge,4224578.813474693,11209348,2.653364757573468
2001-10-21,in the time of the butterflies,4224578.813474693,11209348,2.653364757573468
1948-09-22,road house,4224578.813474693,11209348,2.653364757573468
1987-02-01,dark eyes,4224578.813474693,11209348,2.653364757573468
2001-01-01,edges of the lord,7500000.0,11209348,1.4945798052353718
1996-07-27,kids return,4224578.813474693,11209348,2.653364757573468
2005-05-25,the fearless freaks,4224578.813474693,11209348,2.653364757573468
2003-01-22,off the map,4224578.813474693,11209348,2.653364757573468
2004-08-27,unconscious,4224578.813474693,11209348,2.653364757573468
2003-05-15,the tesseract,4224578.813474693,11209348,2.653364757573468
2001-01-01,25 watts,4224578.813474693,11209348,2.653364757573468
1975-05-04,the hiding place,4224578.813474693,11209348,2.653364757573468
1944-12-15,the keys of the kingdom,3000000.0,11209348,3.7364495130884294
1989-10-30,300 miles to heaven,4224578.813474693,11209348,2.653364757573468
1917-10-22,the adventurer,4224578.813474693,11209348,2.653364757573468
2002-07-11,crackerjack,4224578.813474693,11209348,2.653364757573468
2002-09-23,solino,4224578.813474693,11209348,2.653364757573468
2005-01-22,dear wendy,4224578.813474693,11209348,2.653364757573468
1963-05-29,the list of adrian messenger,4224578.813474693,11209348,2.653364757573468
2003-07-19,9 souls,4224578.813474693,11209348,2.653364757573468
2003-09-07,los angeles plays itself,4224578.813474693,11209348,2.653364757573468
2005-02-02,unleashed,45000000.0,50871113,1.1304691777777778
1993-04-21,the red squirrel,4224578.813474693,11209348,2.653364757573468
1997-03-31,martin (hache),4224578.813474693,11209348,2.653364757573468
1976-09-23,"ugly, dirty and bad",4224578.813474693,11209348,2.653364757573468
1992-09-16,leolo,4224578.813474693,11209348,2.653364757573468
1990-08-03,ducktales: the movie - treasure of the lost lamp,4224578.813474693,11209348,2.653364757573468
1939-10-13,babes in arms,4224578.813474693,11209348,2.653364757573468
2004-02-10,samaritan girl,1000000.0,11209348,11.209348539265289
2005-05-17,star wars: episode iii - revenge of the sith,113000000.0,850000000,7.522123893805309
2005-05-13,kicking & screaming,45000000.0,56070433,1.2460096222222221
2005-05-13,monster-in-law,43000000.0,154749918,3.5988353023255812
1979-02-09,agatha,4224578.813474693,11209348,2.653364757573468
1934-03-30,death takes a holiday,4224578.813474693,11209348,2.653364757573468
2003-11-21,vodka lemon,4224578.813474693,11209348,2.653364757573468
2003-05-18,deep blue,4224578.813474693,11209348,2.653364757573468
1940-12-27,the invisible woman,4224578.813474693,11209348,2.653364757573468
2003-01-01,the snow walker,4224578.813474693,11209348,2.653364757573468
1961-12-20,divorce italian style,4224578.813474693,11209348,2.653364757573468
1938-09-02,carefree,4224578.813474693,11209348,2.653364757573468
1983-07-09,shaolin drunkard,4224578.813474693,11209348,2.653364757573468
2000-12-21,china strike force,4224578.813474693,11209348,2.653364757573468
2002-02-21,dawg,4224578.813474693,11209348,2.653364757573468
2004-07-16,9 songs,1000000.0,1574623,1.574623
1944-02-18,the uninvited,4224578.813474693,11209348,2.653364757573468
2002-01-11,bad guy,4224578.813474693,11209348,2.653364757573468
2004-09-30,simon,4224578.813474693,11209348,2.653364757573468
1943-01-01,december 7th,4224578.813474693,11209348,2.653364757573468
1943-06-03,bataan,4224578.813474693,11209348,2.653364757573468
2005-05-25,madagascar,75000000.0,532680671,7.1024089466666664
2004-06-19,somersault,4224578.813474693,11209348,2.653364757573468
1974-09-26,11 harrowhouse,4224578.813474693,11209348,2.653364757573468
1993-09-17,airborne,2600000.0,2850263,1.096255
2005-05-13,mad hot ballroom,4224578.813474693,11209348,2.653364757573468
2004-09-06,tell them who you are,4224578.813474693,11209348,2.653364757573468
2005-05-20,dominion: prequel to the exorcist,30000000.0,11209348,0.37364495130884295
2005-05-19,the longest yard,82000000.0,190320568,2.320982536585366
2004-09-12,saving face,4224578.813474693,11209348,2.653364757573468
1997-10-10,most wanted,25000000.0,11838218,0.47352872
2005-06-02,cinderella man,88000000.0,108539911,1.2334080795454545
2005-06-01,the sisterhood of the traveling pants,25000000.0,39053061,1.56212244
2005-06-03,lords of dogtown,25000000.0,13411957,0.53647828
2003-12-17,after you,4224578.813474693,11209348,2.653364757573468
2005-02-27,rock school,4224578.813474693,11209348,2.653364757573468
2005-06-07,mr. & mrs. smith,110000000.0,478207520,4.347341090909091
2005-06-10,the adventures of sharkboy and lavagirl,50000000.0,69425966,1.38851932
2003-06-18,high tension,4224578.813474693,11209348,2.653364757573468
2005-06-10,the honeymooners,27000000.0,11209348,0.4151610570098255
2005-06-10,parineeta,6250000.0,11209348,1.793495766282446
1991-05-15,toto the hero,4224578.813474693,11209348,2.653364757573468
2004-06-14,ladies in lavender,4224578.813474693,20377075,4.823457177554693
2004-09-12,it's all gone pete tong,2000000.0,11209348,5.604674269632644
1993-05-08,daybreak,4224578.813474693,11209348,2.653364757573468
1998-06-27,when trumpets fade,4224578.813474693,11209348,2.653364757573468
2004-11-05,innocent voices,4224578.813474693,11209348,2.653364757573468
1989-12-16,godzilla vs. biollante,5000000.0,11209348,2.2418697078530574
1946-08-11,anna and the king of siam,4224578.813474693,11209348,2.653364757573468
2005-05-24,dirty filthy love,4224578.813474693,11209348,2.653364757573468
1964-07-22,good neighbor sam,4224578.813474693,11209348,2.653364757573468
1999-06-14,eddie izzard: dress to kill,4224578.813474693,11209348,2.653364757573468
1951-11-08,quo vadis,8250000.0,30000000,3.6363636363636362
1953-09-28,the captain's paradise,4224578.813474693,11209348,2.653364757573468
2005-06-10,batman begins,150000000.0,374218673,2.4947911533333333
2003-03-27,aragami,4224578.813474693,11209348,2.653364757573468
2004-12-04,godzilla: final wars,19500000.0,11209348,0.5748383866289891
2004-09-03,kings and queen,4224578.813474693,11209348,2.653364757573468
2005-06-17,the perfect man,4224578.813474693,11209348,2.653364757573468
2004-08-20,my summer of love,4224578.813474693,11209348,2.653364757573468
2005-01-01,heights,4224578.813474693,11209348,2.653364757573468
2005-06-17,the deal,4224578.813474693,11209348,2.653364757573468
2004-01-01,the bridge of san luis rey,4224578.813474693,11209348,2.653364757573468
2004-09-11,saint ralph,4224578.813474693,11209348,2.653364757573468
2005-06-22,herbie fully loaded,50000000.0,66002004,1.32004008
2005-08-05,yes,4224578.813474693,11209348,2.653364757573468
2005-06-24,land of the dead,15000000.0,46770602,3.1180401333333334
2005-06-21,bewitched,85000000.0,131426169,1.5461902235294118
2005-01-15,rize,4224578.813474693,11209348,2.653364757573468
2004-05-19,exiles,4224578.813474693,11209348,2.653364757573468
2001-01-01,home movie,4224578.813474693,11209348,2.653364757573468
1935-06-28,becky sharp,4224578.813474693,11209348,2.653364757573468
1968-01-23,danger: diabolik,4224578.813474693,11209348,2.653364757573468
1936-03-13,the trail of the lonesome pine,4224578.813474693,11209348,2.653364757573468
2005-06-17,me and you and everyone we know,4224578.813474693,11209348,2.653364757573468
2004-09-10,ferpect crime,6000000.0,11209348,1.8682247565442147
2004-09-02,three… extremes,4224578.813474693,11209348,2.653364757573468
2004-08-25,happily ever after,4224578.813474693,11209348,2.653364757573468
2004-01-01,satan's little helper,4224578.813474693,11209348,2.653364757573468
2004-10-25,the edukators,4224578.813474693,11209348,2.653364757573468
1956-07-03,somebody up there likes me,1920000.0,3360000,1.75
1978-05-26,an unmarried woman,2515000.0,24000000,9.542743538767395
1951-12-12,the racket,4224578.813474693,11209348,2.653364757573468
1952-12-25,the member of the wedding,4224578.813474693,11209348,2.653364757573468
2003-09-25,coronado,4224578.813474693,11209348,2.653364757573468
2004-11-02,retrograde,2000000.0,11209348,5.604674269632644
2004-04-20,trekkies 2,4224578.813474693,11209348,2.653364757573468
2005-04-03,man with the screaming brain,4224578.813474693,11209348,2.653364757573468
1972-01-01,ulzana's raid,4224578.813474693,11209348,2.653364757573468
1978-04-09,rabbit test,4224578.813474693,11209348,2.653364757573468
1972-01-01,the new land,4224578.813474693,11209348,2.653364757573468
1944-05-03,the adventures of mark twain,4224578.813474693,11209348,2.653364757573468
1935-01-23,bordertown,4224578.813474693,11209348,2.653364757573468
1993-04-02,cop and ½,4224578.813474693,11209348,2.653364757573468
1992-09-18,equinox,4224578.813474693,11209348,2.653364757573468
1951-04-12,father's little dividend,4224578.813474693,11209348,2.653364757573468
1974-06-26,for pete's sake,4224578.813474693,11209348,2.653364757573468
1993-10-21,twenty bucks,4224578.813474693,11209348,2.653364757573468
1999-11-04,do not disturb,4224578.813474693,11209348,2.653364757573468
1991-09-27,deceived,4224578.813474693,11209348,2.653364757573468
1938-09-30,room service,4224578.813474693,11209348,2.653364757573468
2002-03-10,desert saints,4224578.813474693,11209348,2.653364757573468
2003-10-24,caterina in the big city,4224578.813474693,11209348,2.653364757573468
1975-06-06,my friends,4224578.813474693,11209348,2.653364757573468
1939-10-20,at the circus,4224578.813474693,11209348,2.653364757573468
1973-10-01,the outfit,4224578.813474693,11209348,2.653364757573468
2004-05-18,modigliani,12000000.0,11209348,0.9341123782721074
1940-02-09,broadway melody of 1940,4224578.813474693,11209348,2.653364757573468
2004-01-15,the i inside,8800000.0,11209348,1.2737896067346919
2005-06-28,war of the worlds,132000000.0,591739379,4.482874083333333
1979-08-17,my brilliant career,4224578.813474693,11209348,2.653364757573468
1971-07-24,godzilla vs. hedorah,4224578.813474693,11209348,2.653364757573468
1966-12-16,gambit,4224578.813474693,11209348,2.653364757573468
1967-11-02,billion dollar brain,4224578.813474693,11209348,2.653364757573468
2005-01-26,march of the penguins,8000000.0,127392239,15.924029875
2004-12-08,right now,4224578.813474693,11209348,2.653364757573468
1997-09-05,julian po,4224578.813474693,11209348,2.653364757573468
2005-05-21,the god who wasn't there,4224578.813474693,11209348,2.653364757573468
1974-01-29,black belt jones,4224578.813474693,11209348,2.653364757573468
2005-07-01,rebound,45000000.0,16809014,0.3735336444444444
2003-04-03,bonjour monsieur shlomi,4224578.813474693,11209348,2.653364757573468
1991-12-25,the inner circle,4224578.813474693,11209348,2.653364757573468
2005-06-27,dark water,30000000.0,25473093,0.8491031
2005-02-17,the beat that my heart skipped,4224578.813474693,11209348,2.653364757573468
2005-06-29,fantastic four,100000000.0,330579719,3.30579719
2005-07-22,murderball,4224578.813474693,1750211,0.4142924247069404
2003-12-01,saraband,4224578.813474693,11209348,2.653364757573468
2001-01-01,julie johnson,4224578.813474693,11209348,2.653364757573468
2005-07-14,wedding crashers,40000000.0,285176741,7.129418525
2005-01-20,happy endings,4224578.813474693,11209348,2.653364757573468
1979-12-21,c.h.o.m.p.s.,4224578.813474693,11209348,2.653364757573468
1975-12-25,the hindenburg,15000000.0,11209348,0.7472899026176859
1989-01-01,staying together,4224578.813474693,11209348,2.653364757573468
1994-10-01,twin sitters,4224578.813474693,11209348,2.653364757573468
1945-06-15,conflict,4224578.813474693,11209348,2.653364757573468
2005-06-15,russian dolls,13000000.0,23727301,1.825177
1979-12-31,the crippled masters,4224578.813474693,11209348,2.653364757573468
1959-10-07,general della rovere,4224578.813474693,11209348,2.653364757573468
2003-01-01,rick,4224578.813474693,11209348,2.653364757573468
1970-10-23,no blade of grass,4224578.813474693,11209348,2.653364757573468
1958-07-09,a time to love and a time to die,4224578.813474693,11209348,2.653364757573468
1952-08-19,the big sky,4224578.813474693,11209348,2.653364757573468
2004-08-12,fighter in the wind,6000000.0,11209348,1.8682247565442147
2003-09-19,pornography,4224578.813474693,11209348,2.653364757573468
2003-09-16,symmetry,4224578.813474693,11209348,2.653364757573468
2005-04-18,karol: a man who became pope,4224578.813474693,11209348,2.653364757573468
1996-11-06,family resemblances,4224578.813474693,11209348,2.653364757573468
2005-07-22,hustle & flow,8000000.0,23563727,2.945465875
1990-09-14,hardware,1500000.0,5728953,3.819302
1966-09-14,the appaloosa,4224578.813474693,11209348,2.653364757573468
1943-02-11,journey into fear,4224578.813474693,11209348,2.653364757573468
2004-01-01,the calcium kid,4224578.813474693,11209348,2.653364757573468
2002-09-20,funny ha ha,4224578.813474693,11209348,2.653364757573468
2005-07-20,the island,126000000.0,162949164,1.2932473333333334
2005-07-22,bad news bears,30000000.0,34252847,1.1417615666666667
2005-07-22,the devil's rejects,4224578.813474693,11209348,2.653364757573468
2005-05-13,last days,4224578.813474693,1928985,0.4566100160913841
2003-09-26,november,4224578.813474693,11209348,2.653364757573468
2005-07-29,sky high,35000000.0,86369815,2.467709
2005-07-28,stealth,135000000.0,76932943,0.5698736518518519
2005-07-21,must love dogs,30000000.0,58405313,1.9468437666666667
2005-01-01,the aristocrats,4224578.813474693,11209348,2.653364757573468
1985-10-23,twice in a lifetime,4224578.813474693,11209348,2.653364757573468
1966-08-04,georgy girl,4224578.813474693,11209348,2.653364757573468
1992-02-21,this is my life,4224578.813474693,11209348,2.653364757573468
1970-12-01,the music lovers,4224578.813474693,11209348,2.653364757573468
1934-07-13,kiss and make-up,4224578.813474693,11209348,2.653364757573468
1996-08-02,killer condom,4224578.813474693,11209348,2.653364757573468
2003-10-24,a touch of spice,4224578.813474693,11209348,2.653364757573468
1992-08-08,dust devil,8000000.0,11209348,1.401168567408161
2002-07-26,phone,4224578.813474693,11209348,2.653364757573468
2001-12-10,the order,4224578.813474693,11209348,2.653364757573468
2005-08-25,serenity,39000000.0,38869464,0.9966529230769231
2004-05-05,the end of suburbia: oil depletion and the collapse of the american dream,4224578.813474693,11209348,2.653364757573468
1988-09-15,let's get lost,4224578.813474693,11209348,2.653364757573468
2004-06-11,the talent given us,4224578.813474693,11209348,2.653364757573468
1975-08-15,sholay,4224578.813474693,11209348,2.653364757573468
2005-05-17,broken flowers,10000000.0,45742101,4.5742101
1989-06-15,mr. canton and lady rose,4224578.813474693,11209348,2.653364757573468
1998-01-24,christmas in august,4224578.813474693,11209348,2.653364757573468
1999-06-18,hum dil de chuke sanam,4224578.813474693,11209348,2.653364757573468
1933-07-12,baby face,4224578.813474693,11209348,2.653364757573468
1952-12-11,the star,4224578.813474693,11209348,2.653364757573468
1951-04-06,the browning version,4224578.813474693,11209348,2.653364757573468
1951-04-01,fourteen hours,4224578.813474693,11209348,2.653364757573468
2004-09-15,the heart is deceitful above all things,4224578.813474693,11209348,2.653364757573468
1998-05-30,whispering corridors,600000.0,11209348,18.682247565442147
2005-04-21,man-thing,7500000.0,11209348,1.4945798052353718
1967-11-01,berserk,4224578.813474693,11209348,2.653364757573468
2005-08-05,the dukes of hazzard,50000000.0,110803676,2.21607352
2005-06-08,the chumscrubber,4224578.813474693,11209348,2.653364757573468
2005-01-01,secuestro express,4224578.813474693,11209348,2.653364757573468
2005-08-03,junebug,4224578.813474693,11209348,2.653364757573468
2005-08-06,deuce bigalow: european gigolo,22000000.0,22400154,1.0181888181818182
2005-07-29,the skeleton key,43000000.0,91974818,2.1389492558139533
2005-08-11,four brothers,45000000.0,92374674,2.0527705333333333
2005-08-12,the great raid,80000000.0,10166502,0.127081275
2005-09-09,asylum,4224578.813474693,11209348,2.653364757573468
2005-01-22,pretty persuasion,4224578.813474693,11209348,2.653364757573468
2005-08-12,grizzly man,4224578.813474693,11209348,2.653364757573468
1978-09-21,the tree of wooden clogs,4224578.813474693,11209348,2.653364757573468
2005-06-25,the girl in the café,4224578.813474693,11209348,2.653364757573468
2004-05-06,the 24th day,4224578.813474693,11209348,2.653364757573468
1972-06-28,prime cut,4224578.813474693,11209348,2.653364757573468
1959-10-09,the best of everything,4224578.813474693,11209348,2.653364757573468
1963-07-07,summer magic,4224578.813474693,11209348,2.653364757573468
1962-02-15,the three stooges meet hercules,4224578.813474693,11209348,2.653364757573468
1975-06-01,race with the devil,4224578.813474693,11209348,2.653364757573468
2003-10-17,acacia,2000000.0,11209348,5.604674269632644
2001-12-20,mermaid chronicles part 1: she creature,4224578.813474693,11209348,2.653364757573468
2001-01-01,attila,4224578.813474693,11209348,2.653364757573468
1972-09-30,un flic,4224578.813474693,11209348,2.653364757573468
2004-03-19,one point o,4224578.813474693,11209348,2.653364757573468
2005-08-05,my date with drew,4224578.813474693,11209348,2.653364757573468
1985-05-03,private resort,4224578.813474693,11209348,2.653364757573468
2004-12-25,pusher ii: with blood on my hands,4224578.813474693,11209348,2.653364757573468
1936-11-06,a woman rebels,4224578.813474693,11209348,2.653364757573468
2005-04-22,duma,12000000.0,11209348,0.9341123782721074
1957-08-28,bitter victory,4224578.813474693,11209348,2.653364757573468
2004-11-01,lila says,4224578.813474693,11209348,2.653364757573468
1940-08-12,doomed to die,4224578.813474693,11209348,2.653364757573468
1954-12-29,animal farm,4224578.813474693,11209348,2.653364757573468
1972-01-27,winter soldier,4224578.813474693,11209348,2.653364757573468
2002-05-31,the third wheel,4224578.813474693,11209348,2.653364757573468
2002-09-13,the sea,4224578.813474693,11209348,2.653364757573468
1989-04-28,teen witch,4224578.813474693,11209348,2.653364757573468
1937-02-19,the last of mrs. cheyney,4224578.813474693,11209348,2.653364757573468
2005-09-12,homesick,4224578.813474693,11209348,2.653364757573468
1991-01-01,cast a deadly spell,4224578.813474693,11209348,2.653364757573468
1978-11-01,movie movie,4224578.813474693,11209348,2.653364757573468
1956-01-01,the teahouse of the august moon,4224578.813474693,11209348,2.653364757573468
2002-08-15,do fish do it?,4224578.813474693,11209348,2.653364757573468
2005-02-04,black,4224578.813474693,11209348,2.653364757573468
2005-08-11,the 40 year old virgin,26000000.0,109449237,4.209586038461539
2003-12-24,who killed bambi?,4224578.813474693,11209348,2.653364757573468
1940-05-11,contraband,4490331.0,11209348,2.4963301233840642
2004-11-12,the toolbox murders,4224578.813474693,11209348,2.653364757573468
2005-08-04,red eye,26000000.0,57891803,2.2266078076923077
2004-04-09,lightning bug,4224578.813474693,11209348,2.653364757573468
1958-09-30,man of the west,4224578.813474693,11209348,2.653364757573468
2004-04-30,main hoon na,4224578.813474693,11209348,2.653364757573468
1995-10-20,dilwale dulhania le jayenge,13200000.0,100000000,7.575757575757576
1985-10-04,dreamchild,4224578.813474693,11209348,2.653364757573468
2004-03-09,miss sweden,4224578.813474693,11209348,2.653364757573468
1952-12-25,my cousin rachel,4224578.813474693,11209348,2.653364757573468
2005-05-02,caché,4224578.813474693,36000000,8.521559565932254
1995-09-16,nobody will speak of us when we're dead,4224578.813474693,11209348,2.653364757573468
1999-02-01,asterix & obelix take on caesar,4224578.813474693,1644060,0.38916542277684946
1958-05-28,the key,4224578.813474693,11209348,2.653364757573468
2004-10-24,strings,4224578.813474693,11209348,2.653364757573468
1986-12-01,kin-dza-dza!,4224578.813474693,11209348,2.653364757573468
1996-11-02,comrades: almost a love story,4224578.813474693,11209348,2.653364757573468
2005-08-16,supercross,4224578.813474693,3102550,0.7344045730911976
2005-03-25,valiant,35000000.0,19478106,0.5565173142857143
2005-08-26,the brothers grimm,88000000.0,105316267,1.1967757613636363
1943-05-25,the desperadoes,4224578.813474693,11209348,2.653364757573468
1942-03-06,black dragons,4224578.813474693,11209348,2.653364757573468
2004-05-06,the holy girl,1400000.0,11209348,8.006677528046634
2004-10-27,they came back,4224578.813474693,11209348,2.653364757573468
2005-04-24,the baxter,4224578.813474693,11209348,2.653364757573468
2005-08-25,the cave,30000000.0,15007991,0.5002663666666667
2005-08-26,undiscovered,9000000.0,11209348,1.2454831710294765
2005-08-26,dirty deeds,4224578.813474693,11209348,2.653364757573468
2005-08-31,the constant gardener,25000000.0,82466670,3.2986668
2005-08-02,transporter 2,32000000.0,85167639,2.66148871875
2005-10-23,margaret cho: assassin,4224578.813474693,11209348,2.653364757573468
2005-09-16,just like heaven,58000000.0,102854431,1.7733522586206896
2005-09-05,proof,20000000.0,7535331,0.37676655
2005-09-16,lord of war,42000000.0,24127895,0.5744736904761905
2005-09-16,venom,4224578.813474693,11209348,2.653364757573468
2005-09-16,cry_wolf,1000000.0,10047674,10.047674
2005-09-16,everything is illuminated,7000000.0,2697930,0.38541857142857144
2005-01-23,thumbsucker,4224578.813474693,1919197,0.45429309872940227
2005-01-01,the thing about my folks,4224578.813474693,11209348,2.653364757573468
2004-01-01,hellbent,4224578.813474693,11209348,2.653364757573468
2002-05-10,g,4224578.813474693,3020784,0.715049744217086
